val_precision,val_recall,val_f1,val_acc,average_loss,epoch,step,lr-AdamW,loss,loss_focal,loss_dice,loss_classification,acc,loss_iou,train_per_mask_iou
0.9995148181915283,0.3756382167339325,0.5460569858551025,0.9477386474609375,4.816667556762695,29,179,,,,,,,,
0.0,0.0,0.0,0.810272216796875,4.372269153594971,31,189,,,,,,,,
,,,,,,199,4e-05,,,,,,,
,,,,,33,199,,2.6247825622558594,0.03323718160390854,0.9658898115158081,0.0,0.0,0.9941492080688477,0.01680775173008442
0.8845667839050293,0.5957330465316772,0.7119715213775635,0.9596659541130066,3.4968557357788086,33,199,,,,,,,,
0.602897584438324,0.6804035902023315,0.6393101215362549,0.9357554316520691,4.125716686248779,34,209,,,,,,,,
0.0,0.0,0.0,0.7953745722770691,3.642557144165039,36,219,,,,,,,,
0.9543982148170471,0.698395311832428,0.8065704703330994,0.9719696044921875,3.419506072998047,38,229,,,,,,,,
0.0,0.0,0.0,0.8664194941520691,3.976381301879883,39,239,,,,,,,,
,,,,,,249,5e-05,,,,,,,
,,,,,41,249,,1.8159470558166504,0.028533270582556725,0.9728261232376099,0.0,0.0,0.27245545387268066,0.019039547070860863
0.9944425225257874,0.7069657444953918,0.8264175057411194,0.9751484990119934,3.266127824783325,41,249,,,,,,,,
0.9988494515419006,0.6332361102104187,0.7750911712646484,0.9692484736442566,3.8411428928375244,43,259,,,,,,,,
0.8945943117141724,0.522064208984375,0.6593483090400696,0.9548594355583191,2.7527081966400146,44,269,,,,,,,,
0.0037677017971873283,0.00176270364318043,0.002401755889877677,0.8774668574333191,2.7474966049194336,46,279,,,,,,,,
0.9172322750091553,0.5914174318313599,0.7191426753997803,0.9613444209098816,3.1951076984405518,48,289,,,,,,,,
,,,,,,299,5e-05,,,,,,,
,,,,,49,299,,3.703477382659912,0.08723646402359009,0.9752808213233948,0.0,0.0,0.9834673404693604,0.017315980046987534
0.9979106783866882,0.7838560938835144,0.8780255317687988,0.9817759394645691,3.0358896255493164,49,299,,,,,,,,
0.7836083769798279,0.6898249387741089,0.7337320446968079,0.9581044316291809,2.8194313049316406,51,309,,,,,,,,
0.9997398257255554,0.7007051110267639,0.8239287734031677,0.9749400019645691,3.100513219833374,53,319,,,,,,,,
0.8039560317993164,0.3335156738758087,0.4714525043964386,0.9374237060546875,2.243303060531616,54,329,,,,,,,,
0.8429902791976929,0.7313396334648132,0.7832058668136597,0.9661204218864441,2.9245364665985107,56,339,,,,,,,,
,,,,,,349,5e-05,,,,,,,
,,,,,58,349,,2.4330573081970215,0.02914378046989441,0.9089614748954773,0.0,0.0,0.9412201642990112,0.01824086531996727
0.010678495280444622,0.003950887359678745,0.005767779890447855,0.8860219120979309,2.7003424167633057,58,349,,,,,,,,
0.9911390542984009,0.42152929306030273,0.5914964079856873,0.9512786865234375,2.23017954826355,59,359,,,,,,,,
0.006043090019375086,0.0013980063376948237,0.0022707078605890274,0.8971964716911316,2.967552900314331,61,369,,,,,,,,
0.0017568516777828336,0.00030391442123800516,0.0005181884043850005,0.9018961787223816,2.739741563796997,63,379,,,,,,,,
0.00518055772408843,0.002066618064418435,0.0029545947909355164,0.8832855224609375,2.5308148860931396,64,389,,,,,,,,
,,,,,,399,5e-05,,,,,,,
,,,,,66,399,,1.9591691493988037,0.03624860569834709,0.9921887516975403,0.0,0.0,0.2420082688331604,0.016988258808851242
0.17023345828056335,0.021274009719491005,0.03782148286700249,0.909423828125,2.783341646194458,66,399,,,,,,,,
